Id,title,rating
2988,"I Heart You, You Haunt Me",3.84
2989,Children of God,4.05
2990,A Kiss of Shadows,4.01
2991,Requiem for a Dream,4.11
2992,Silk,3.83
2993,Haunted,4.08
2994,The Prisoner of Cell 25,4.21
2995,Casino Royale,3.74
2996,Fire of the Covenant: The Story of the Willie and Martin Handcart Companies,4.55
2997,Sole Survivor,3.78
2998,The Little Friend,3.44
2999,My Utmost for His Highest,4.37
3000,The Captive Part II / The Power,4.11
3001,Just for Now,4.25
3002,Girlfriend in a Coma,3.61
3003,The Deed of Paksenarrion,4.29
3004,The First Phone Call from Heaven,3.74
3005,White Cat,3.8
3006,Père Goriot,3.83
3007,Immortal Beloved,4.1
3008,The Fairy-Tale Detectives,4.02
3009,A Book About Absolutely Nothing.,4.29
3010,A Caress of Twilight,4.05
3011,Ashes of Midnight,4.18
3012,Fantastic Mr. Fox,4.04
3013,The Little Prince & Letter to a Hostage,4.29
3014,Dark Desire,4.2
3015,Five Quarters of the Orange,3.84
3016,Lords and Ladies,4.16
3017,Deathless,4.02
3018,It,4.22
3019,State of Fear,3.7
3020,The Wheel of Time: Boxed Set,4.38
3021,Fated,3.68
3022,Wolf-Speaker,4.22
3023,Fortune's Rocks,3.87
3024,The Second Summer of the Sisterhood,3.79
3025,Rose Madder,3.68
3026,Not Without My Daughter,4.06
3027,Inherit the Wind,3.96
3028,They Cage the Animals at Night,4.31
3029,The Redemption of Callie & Kayden,4.11
3030,Two Boys Kissing,4.09
3031,"Memories, Dreams, Reflections",4.19
3032,The Oath,4.07
3033,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,4.16
3034,The Hammer of Thor,4.36
3035,The Abhorsen Trilogy Box Set,4.53
3036,Sons of Destiny,4.22
3037,The Rules of Attraction,3.71
3038,The Mysterious Stranger,4.15
3039,Jinx,3.72
3040,Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43
3041,The Golem and the Jinni,4.11
3042,Raincheck,4.15
3043,Don Juan,3.79
3044,Motorcycle Man,4.42
3045,The Notebooks of Malte Laurids Brigge,4.05
3046,Love Walked in,3.7
3047,Psycho,4.1
3048,Love on the Line,4.26
3049,Push,3.83
3050,Pulp,3.68
3051,Mine,4.29
3052,Vernon God Little,3.59
3053,"Capital, Vol 1: A Critical Analysis of Capitalist Production",4.2
3054,Plum Island,4.03
3055,The Six Wives of Henry VIII,4.1
3056,The Broker,3.78
3057,Map of Bones,4.06
3058,Blood Destiny,3.88
3059,Lucky Jim,3.79
3060,Revenge of the Witch,3.98
3061,The Secret History of the Pink Carnation,3.69
3062,A Quick Bite,3.91
3063,I Hunt Killers,4.02
3064,Control,3.85
3065,Diary of a Madman and Other Stories,4.11
3066,Death of the Body,3.81
3067,ثلة من أسماء الإجرام,3.84
3068,The Fifth Mountain,3.62
3069,A Hidden Fire,4.04
3070,"Against the Grain: A Coach's Wisdom on Character, Faith, Family, and Love",4.26
3071,The Gospel According to Jesus Christ,4.27
3072,Enchantment,3.9
3073,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3.98
3074,Without Remorse,4.17
3075,Danse Macabre,3.81
3076,Frostbitten,4.29
3077,Boundless,4.14
3078,"Maximum Ride, Vol. 1",4.24
3079,Moonbreeze,4.22
3080,The Shadow of the Torturer,3.79
3081,Stiff: The Curious Lives of Human Cadavers,4.05
3082,The Beach House,3.83
3083,On the Banks of Plum Creek,4.19
3084,The City and the Stars,4.09
3085,Birthmarked,3.89
3086,The Death and Life of Charlie St. Cloud,4.01
3087,Charmed Life,3.96
3088,State of Wonder,3.86
3089,Hallowed,4.13
3090,Only Forward,4.27
3091,No Exit,4.13
3092,Cut,3.76
3093,Ceaseless,4.19
3094,Rilla of Ingleside,4.17
3095,Seeker,3.24
3096,Ceremony,3.75
3097,The Case for Christ,4.11
3098,أحببتك أكثر مما ينبغي,3.64
3099,The Moon and Sixpence,4.13
3100,The Thousand Autumns of Jacob de Zoet,4.03
3101,The 48 Laws of Power,4.19
3102,The Botany of Desire: A Plant's-Eye View of the World,4.06
3103,Carnelian,3.85
3104,Amerika,3.75
3105,Homecoming,3.93
3106,Sisters Red,3.64
3107,Deeper Than Midnight,4.29
3108,Awaken,3.9
3109,Kidnapped,3.78
3110,Henry V,3.88
3111,Esperanza Rising,3.94
3112,Jesus the Christ,4.62
3113,Chosen at Nightfall,4.36
3114,Dog Days,4.14
3115,Rock Chick,4.19
3116,The Best of Roald Dahl,4.38
3117,1Q84,3.98
3118,Shatter Me,3.99
3119,The Dark Highlander,4.31
3120,The Bronze Bow,3.94
3121,Black Magic Sanction,4.38
3122,Because of Mr. Terupt,4.35
3123,Ice in My Veins,3.77
3124,Beautiful Stranger,4.23
3125,Lā Tahzan: Jangan Bersedih!,4.14
3126,The House of the Seven Gables,3.45
3127,Necronomicon: The Best Weird Tales,4.3
3128,Snow Like Ashes,3.96
3129,Heir of Fire,4.51
3130,Thus Spake Zarathustra,4.07
3131,Midnight,4.27
3132,Don't Let's Go to the Dogs Tonight: An African Childhood,3.96
3133,Kiss of Snow,4.46
3134,A Beautiful Mind,4.12
3135,Hive,4.41
3136,Rumo & His Miraculous Adventures,4.46
3137,First They Killed My Father: A Daughter of Cambodia Remembers,4.32
3138,حوار مع صديقي الملحد,3.93
3139,Okay for Now,4.19
3140,Invitation to a Beheading,3.94
3141,Antony and Cleopatra,3.68
3142,A Beautiful Wedding,4.06
3143,Armageddon Cometh,4.39
3144,Mr. Popper's Penguins,3.96
3145,This Boy's Life,3.98
3146,Plainsong,4.01
3147,Mister Monday,3.78
3148,Almost Heaven,4.33
3149,Proven Guilty,4.42
3150,Sepulchre,3.75
3151,The Fixer,3.95
3152,A Raisin in the Sun,3.74
3153,The Traveler,3.83
3154,I'm Not Scared,3.81
3155,La Vérité sur l'affaire Harry Quebert,3.99
3156,The Secret Agent,3.59
3157,Heretics of Dune,3.85
3158,The Last Straw,4.12
3159,Congo,3.57
3160,Because of Low,4.14
3161,Darker After Midnight,4.37
3162,The Circle,3.44
3163,The Vampire's Assistant,4.12
3164,Succubus Revealed,4.26
3165,Trout Fishing in America,3.81
3166,Alien Species Intervention,3.86
3167,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,4.25
3168,Obernewtyn,3.97
3169,New York,4.12
3170,Miscellaneous Stuff & Stuff,3.63
3171,The Pigman,3.58
3172,The Girl Next Door,3.96
3173,At the Mountains of Madness,3.9
3174,Perfect Scoundrels,4.28
3175,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage",4.27
3176,La vida es sueño,3.98
3177,The Total Money Makeover: A Proven Plan for Financial Fitness,4.29
3178,"Twilight: The Graphic Novel, Vol. 1",3.77
3179,The Wings of the Dove,3.81
3180,Shadow of the Hegemon,3.94
3181,As Sure as the Dawn,4.4
3182,The Twilight Saga,3.89
3183,The Tombs of Atuan,4.08
3184,Notes from Underground,4.17
3185,The Amityville Horror,3.83
3186,The Perks of Being a Wallflower,4.2
3187,Sandry's Book,4
3188,Divine By Mistake,4.09
3189,The Catastrophic History of You and Me,4.04
3190,Pale Demon,4.45
3191,Little Big Man,4.24
3192,Percy Jackson and the Olympians Boxed Set,4.57
3193,Saving Francesca,3.96
3194,"The Chronicles of Thomas Covenant, the Unbeliever",3.79
3195,The Path of Daggers,3.91
3196,The Perfect Game,3.96
3197,Phantoms,3.94
3198,A Crown of Swords,4.02
3199,Dark Inside,3.93
3200,All the Bright Places,4.18
3201,Bonjour tristesse,3.63
3202,Teen Idol,3.53
3203,The Age of Miracles,3.64
3204,Crash,4
3205,Going After Cacciato,3.9
3206,Saturday,3.63
3207,Complete Works,4.34
3208,The Peach Keeper,3.85
3209,The Pillow Book,4.02
3210,Cosmicomics,4.2
3211,Juliet,3.9
3212,The Selection Stories: The Prince & The Guard,4.02
3213,The Fionavar Tapestry,4.21
3214,The Heroes,4.28
3215,A Countess Below Stairs,3.88
3216,Stone Butch Blues,4.29
3217,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.16
3218,I Too Had a Love Story,3.64
3219,Empire of the Sun,3.98
3220,The Art of Fielding,3.99
3221,The Elephant Tree,3.52
3222,The Intelligent Investor,4.23
3223,The Mighty Storm,4.18
3224,Fear and Loathing on the Campaign Trail '72,4.11
3225,The Paul Street Boys,4.17
3226,I Am That: Talks with Sri Nisargadatta Maharaj,4.51
3227,The Sea Wolf,4.02
3228,Fantastic Beasts and Where to Find Them: The Original Screenplay,4.34
3229,The Man Who Planted Trees,4.23
3230,First Lord's Fury,4.38
3231,Transcendence,4.11
3232,Dark Matter,4.1
3233,The Inheritance of Loss,3.42
3234,The Gift,3.78
3235,Shopaholic Takes Manhattan,3.76
3236,La ciudad y los perros,4.1
3237,Salamandastron,4.06
3238,Fallen in Love,3.77
3239,Desire Unchained,4.25
3240,Whispers at Moonrise,4.37
3241,Abraham Lincoln: Vampire Hunter,3.7
3242,High Five,4.17
3243,Prozac Nation,3.59
3244,Johnny Tremain,3.63
3245,Nothing Lasts Forever,3.83
3246,On the Fence,4.04
3247,Gone for Good,4.11
3248,Chesapeake,4.17
3249,Merrick,3.72
3250,Memories of My Melancholy Whores,3.59
3251,The Last Hero,4.16
3252,Selling Scarlett,3.72
3253,Dr. Faustus,3.79
3254,Jasper Jones,4.07
3255,Cracked Hearts,4.26
3256,Silber: Das erste Buch der Träume,4.05
3257,Last Breath,4.31
3258,The Mitford Years Boxed Set Volumes 1-6,4.35
3259,The Fool's Progress,4.21
3260,Ash,3.62
3261,Heir to the Shadows,4.33
3262,The Apprentice,4.14
3263,In Too Deep,4.02
3264,Shadow & Claw,4.03
3265,Lord Brocktree,3.96
3266,Inside Out,3.82
3267,In The Afterlight,4.33
3268,Letters to a Young Poet,4.33
3269,The Mermaid Chair,3.12
3270,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",4.11
3271,"If You're Reading This, It's Too Late",4.23
3272,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,4.09
3273,Entrance,4.16
3274,Tutunamayanlar,4.58
3275,Nefertiti,4.07
3276,Hell's Angels: A Strange and Terrible Saga,4
3277,Black: The Birth of Evil,4.21
3278,Honor's Splendour,4.22
3279,Hometown Girl at Heart,4.24
3280,Consider Phlebas,3.85
3281,Black Hawk Down,4.28
3282,Unite Me,4.21
3283,A Dangerous Fortune,4.02
3284,Mr. Mercedes,3.94
3285,Glory in Death,4.26
3286,Eleven on Top,4.16
3287,Blue is for Nightmares,3.81
3288,The View from Saturday,3.75
3289,Quintana of Charyn,4.32
3290,The Bride,4.26
3291,Life and Fate,4.43
3292,Hometown Girl After All,4.29
3293,The Harlequin,3.91
3294,Son,3.98
3295,Gregor and the Curse of the Warmbloods,4.2
3296,Case Histories,3.82
3297,The Importance of Being Earnest and Other Plays,4.25
3298,The Farthest Shore,4.13
3299,The Monkey Wrench Gang,4.09
3300,"By the Time You Read This, I'll Be Dead",3.88
3301,Q & A,3.98
3302,Naïve. Super,3.88
3303,The Sot-Weed Factor,4.08
3304,And Quiet Flows the Don,4.05
3305,Mortal Coil,4.48
3306,Winter Garden,4.16
3307,The A.B.C. Murders,3.99
3308,The Uglies Trilogy,4.06
3309,Carmilla,3.84
3310,Perfect,4.3
3311,Pawn in Frankincense,4.61
3312,Fate,3.98
3313,Valiant,4.33
3314,The Faraway Tree Stories,4.28
3315,Hometown Girl Forever,4.25
3316,To the Nines,4.16
3317,Flow: The Psychology of Optimal Experience,4.11
3318,A Grimm Warning,4.53
3319,Filth,3.78
3320,Light a Penny Candle,3.89
3321,ڤيرتيجو,3.71
3322,The Kindly Ones,4.59
3323,Lord of the Fading Lands,4.02
3324,Private Peaceful,4.16
3325,Still Life With Crows,4.18
3326,Princess in the Spotlight,3.68
3327,Taken at Dusk,4.33
3328,مثنوی معنوی,4.44
3329,The Winter Rose,4.3
3330,"Mio, My Son",4.11
3331,Lord of Scoundrels,4.11
3332,A Lick of Frost,4.12
3333,On Beauty,3.71
3334,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,3.9
3335,Down London Road,4.24
3336,The Man in the Brown Suit,3.96
3337,Chinese Cinderella: The True Story of an Unwanted Daughter,4.05
3338,A Darker Shade of Magic,4.09
3339,A Stroke of Midnight,4.06
3340,Generation X: Tales for an Accelerated Culture,3.73
3341,Girl of Nightmares,3.88
3342,Unspoken,3.84
3343,The Lincoln Lawyer,4.15
3344,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",4.13
3345,Sookie Stackhouse 7-copy Boxed Set,4.43
3346,Dark Side of the Moon,4.15
3347,Creatura,3.8
3348,The Unwords,3.64
3349,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,3.67
3350,The Door in the Sky,4.41
3351,How to Be a Perfect Girl,2.72
3352,"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",4.4
3353,Witch in the Woods,3.8
3354,Homo Faber,3.75
3355,Vampire Academy,4.13
3356,If I Wake,4.01
3357,The Enlightenment of Alexander,3.79
3358,Saving Fish from Drowning,3.42
3359,Brimstone,4.13
3360,Edensor,4.07
3361,Walking On Air,4.16
3362,Lysistrata,3.85
3363,Prey,4.2
3364,Lords of the North,4.33
3365,The Heart of the Matter,3.99
3366,Fugly,3.91
3367,Taken by Midnight,4.27
3368,The Marriage Plot,3.43
3369,Kira-Kira,3.91
3370,When the Moon Comes,3.99
3371,Shades of Midnight,4.28
3372,The Poky Little Puppy,4.09
3373,الصوت روح,3.25
3374,Hidden,3.71
3375,"Hamlet: Screenplay, Introduction And Film Diary",4.13
3376,The Old Curiosity Shop,3.77
3377,Coinman: An Untold Conspiracy,3.93
3378,The Practice of the Presence of God,4.29
3379,How to Be Popular,3.54
3380,Percy Jackson and the Sword of Hades,4.29
3381,A Deepness in the Sky,4.32
3382,The Camel Club,4.03
3383,The High King,4.24
3384,The Guard,3.76
3385,Fighting Destiny,4.09
3386,World After,4.2
3387,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath",4.18
3388,"One Piece, Volume 01: Romance Dawn",4.43
3389,The Mortal Instruments,4.58
3390,When Rabbit Howls,4.03
3391,Snuff,4.16
3392,Destined,4.18
3393,"Forgive Me, Leonard Peacock",3.92
3394,Wisdom,4.03
3395,Gris Ange 2014,5
3396,A Spell for Chameleon,3.94
3397,Strangers,4
3398,The Devotion of Suspect X,4.08
3399,Price of a Kiss,4.09
3400,Tractatus Logico-Philosophicus,4.05
3401,The Duke and I,4.1
3402,Dinner with a Vampire,3.77
3403,"Immortal Matchmakers, Inc.",3.94
3404,Coeur pourri de laine (DF),5
3405,Dawn,4.32
3406,The Last Juror,3.86
3407,Falls the Shadow,4.39
3408,Armor,4.12
3409,Ruin,4.18
3410,Teardrop,3.63
3411,رحلتي من الشك إلى الإيمان,4
3412,Twice Tempted,4.29
3413,Das geheimnis der blumen (DEU),5
3414,Three to Get Deadly,4.14
3415,Darkest Powers Trilogy,4.47
3416,The Life and Times of the Thunderbolt Kid,3.94
3417,George's Marvellous Medicine,4.03
3418,The Indispensable Calvin and Hobbes,4.73
3419,The Last Sin Eater,4.08
3420,"Heaven, Texas",4.07
3421,Kushiel's Chosen,4.31
3422,Gregor and the Code of Claw,4.26
3423,The Good Soldier Švejk,4.11
3424,Captain's Fury,4.38
3425,Pyramids,3.89
3426,This Charming Man,3.76
3427,Who's Afraid of Virginia Woolf?,4.09
3428,"Past, Present, and Promises",4.08
3429,Dragon Bound,4.11
3430,Until You,4.35
3431,The River Why,4.23
3432,The Lost Continent: Travels in Small Town America,3.83
3433,Handle with Care,3.97
3434,While It Lasts,4.24
3435,The World of Divergent: The Path to Allegiant,3.97
3436,Legacy of Lies & Don't Tell,4.18
3437,Burn for Burn,3.86
3438,Somewhere In Time,3.89
3439,A Court of Thorns and Roses,4.27
3440,Drowning Ruth,3.73
3441,PostSecret: Extraordinary Confessions from Ordinary Lives,3.98
3442,Airman,4.14
3443,The Last Command,4.22
3444,The Gray Wolf Throne,4.39
3445,The Naturals,4.18
3446,The Girl Who Could Fly,4.06
3447,Hidden,3.87
3448,The Mother-Daughter Book Club,4.07
3449,Ashes,3.94
3450,Being and Nothingness,3.95
3451,Dewey: The Small-Town Library Cat Who Touched the World,3.87
3452,Forgotten,3.78
3453,Midnight Tides,4.35
3454,Kushiel's Mercy,4.31
3455,Moneyball: The Art of Winning an Unfair Game,4.25
3456,Pride and Prejudice,4.25
3457,The Crippled God,4.45
3458,Holy Bible: The New King James Version,4.38
3459,Don't Look Back,4.11
3460,We Are the Ants,4.21
3461,Wish You Well,3.96
3462,What I Loved,4.04
3463,Beneath a Marble Sky,4
3464,Girl Online,3.75
3465,Ransom,4.33
3466,Ancient Blood: A Novel of the Hegemony,4.32
3467,The Beginning of Everything,3.77
3468,The Black Dahlia,3.76
3469,I Am Pilgrim,4.24
3470,Being Nikki,3.86
3471,Seven Pillars of Wisdom: A Triumph,4.02
3472,Bad Moon Rising,4.29
3473,The Story of a Seagull and the Cat Who Taught Her to Fly,4.12
3474,Death Note Box Set,4.53
3475,"The Absolute Sandman, Volume Three",4.7
3476,Anybody Out There?,3.91
3477,قواعد العشق الأربعون: رواية عن جلال الدين الرومي,4.16
3478,Murder on the Orient Express,4.16
3479,Swallowing Darkness,4.14
3480,Public Information,4.16
3481,The Power Broker: Robert Moses and the Fall of New York,4.5
3482,Dealing with Dragons,4.15
3483,Darkness Becomes Her,3.9
3484,Out of the Silent Planet,3.93
3485,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,3.97
3486,My Cousin Rachel,3.94
3487,The Gentleman's Guide to Vice and Virtue,4.16
3488,Dry,4.02
3489,Bloodline,3.8
3490,Dream a Little Dream,4.18
3491,Fever,3.78
3492,Poseidon’s Children,3.47
3493,The Art of Hearing Heartbeats,3.99
3494,Pirates!,3.82
3495,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,4.12
3496,The Brooklyn Follies,3.82
3497,The Prince of Mist,3.68
3498,The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game,4.27
3499,The Sailor Who Fell from Grace with the Sea,3.89
3500,Archangel,4.04
3501,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,4.27
3502,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.15
3503,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",4.23
3504,The Moor's Last Sigh,3.92
3505,Die Physiker,4.04
3506,The Imitation of Christ,4.19
3507,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,4.03
3508,The Vincent Boys,3.98
3509,Purple Hibiscus,4.15
3510,The Door Within,3.97
3511,The Bonehunters,4.43
3512,Inside the Shadow City,4.06
3513,Storm Glass,3.95
3514,The Devil All the Time,4.1
3515,The Crown Conspiracy,4.17
3516,"The Sea, the Sea",3.91
3517,The Ballad of the Sad Café and Other Stories,4.02
3518,Black Swan Green,3.98
3519,The Jungle Book,3.94
3520,Memoirs of a Teenage Amnesiac,3.69
3521,The Nanny Song,4.24
3522,Chainfire,3.96
3523,Dragonsdawn,4.19
3524,الطنطورية,4.31
3525,Seduction and Snacks,4.12
3526,Summer Sisters,3.84
3527,The Book of the New Sun,4.16
3528,The Physick Book of Deliverance Dane,3.7
3529,Lilith,3.9
3530,La Mécanique du cœur,3.59
3531,The History of Joseph Smith by His Mother,4.37
3532,A Kiss in Time,3.77
3533,A Rose in Winter,4.15
3534,Kiss of the Night,4.24
3535,Daniel Deronda,3.83
3536,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,3.82
3537,Jamaica Inn,3.85
3538,The Bridge To Caracas,4.14
3539,The Coldest Winter Ever,4.47
3540,Manuscript Found in Accra,3.81
3541,The Touch: A Supernatural Story,4.02
3542,Magic's Price,4.27
3543,A Kingdom of Dreams,4.24
3544,Flawless,3.95
3545,فوضى الحواس,3.82
3546,Blood Rites,4.33
3547,Death Masks,4.32
3548,Perfect,4.34
3549,Kiss of the Highlander,4.31
3550,Two for the Dough,4.11
3551,The Seventh Scroll,4.11
3552,Mortal Engines,3.93
3553,"Дом, в котором...",4.26
3554,A Book of Five Rings: The Classic Guide to Strategy,4.08
3555,Third Grave Dead Ahead,4.38
3556,War with the Newts,4.17
3557,The Last Valentine,4.1
3558,Four to Score,4.17
3559,Summer of My German Soldier,3.67
3560,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",3.84
3561,Demon in My View,4.03
3562,Touching Darkness,3.89
3563,So B. It,4.1
3564,A Thousand Pieces of You,3.92
3565,Hoot,3.82
3566,Freedom™,4.27
3567,The Late Mattia Pascal,4.01
3568,The Tied Man,4.05
3569,Ecstasy Unveiled,4.35
3570,The Postman Always Rings Twice,3.8
3571,Quantum Roots II: Worm Holes,4.19
3572,Secret Daughter,3.98
3573,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.18
3574,Bunnicula,3.84
3575,Heart of Obsidian,4.5
3576,Mahabharata,4.29
3577,The Forgotten Soldier,4.37
3578,Academ's Fury,4.27
3579,Emblaze,4.39
3580,God-Shaped Hole,4.03
3581,The White Hotel,3.83
3582,Inés of My Soul,3.91
3583,Babbitt,3.65
3584,Beauty from Pain,4.24
3585,A Reliable Wife,3.26
3586,The House of Sleep,3.94
3587,Aristotle and Dante Discover the Secrets of the Universe,4.35
3588,Go Set a Watchman,3.31
3589,The Twilight Saga: The Official Illustrated Guide,4.23
3590,Dork Diaries Book 1: Tales from a Not-So-Fabulous Life,4.16
3591,Jessica,4.17
3592,Shadow of the Giant,3.99
3593,The Left Hand of God,3.65
3594,The Basketball Diaries,3.99
3595,Firestar's Quest,4.32
3596,The Long Hard Road Out of Hell,3.89
3597,Valiant,3.91
3598,Every Soul a Star,4.1
3599,Just One Drop,4.48
3600,Why We Broke Up,3.48
3601,Samarkand,4.21
3602,Heir to Sevenwaters,4.2
3603,Crazy Love: Overwhelmed by a Relentless God,4.15
3604,Call It Sleep,3.83
3605,Etiquette & Espionage,3.8
3606,JR,4.29
3607,The Caves of Steel,4.15
3608,Way of the Peaceful Warrior: A Book That Changes Lives,4.14
3609,The Blind Owl,3.98
3610,"""Now What?!!""",4.29
3611,The Snowy Day,4.14
3612,Çalıkuşu,4.25
3613,Mao's Last Dancer,4.14
3614,The Crown,3.79
3615,Magic Kingdom For Sale/Sold,3.88
3616,Confessor,4.08
3617,Moreta: Dragonlady of Pern,3.98
3618,A Girl of the Limberlost,4.14
3619,The Edge of Always,4.01
3620,The Stepford Wives,3.73
3621,Seduced by Moonlight,4.05
3622,Incubus Dreams,3.78
3623,Hereafter,3.72
3624,Flashman,4.07
3625,The Coffin Club,4.06
3626,That Hideous Strength,3.88
3627,The Winner Stands Alone,3.37
3628,The Vincent Brothers,4.12
3629,How I Live Now,3.58
3630,Hometown Girl at Heart,4.24
3631,The Ring of Solomon,4.2
3632,Small Island,3.91
3633,You,3.85
3634,Red Mars,3.85
3635,The Lake of Souls,4.19
3636,Crashed,4.56
3637,The Plot Against America,3.73
3638,Ben-Hur: A Tale of the Christ,4.03
3639,The End of Mr. Y,3.79
3640,The Robber Bride,3.82
3641,Point Counter Point,3.85
3642,Ingo,3.95
3643,"Vampire Knight, Vol. 1",4.1
3644,The Bachman Books,4.11
3645,Kokoro,4
3646,The Tiger's Wife,3.38
3647,Dragon Actually,3.96
3648,Shadow Puppets,3.89
3649,The Clique,3.6
3650,Captivate,3.94
3651,Maybe Not,4.1
3652,The Good Soldier,3.72
3653,Lord of the Silver Bow,4.31
3654,Fury,4.17
3655,The Prisoner of Zenda,3.86
3656,The Vor Game,4.28
3657,"Black Butler, Vol. 1",4.36
3658,"Not a Penny More, Not a Penny Less",4.01
3659,Dead Reckoning,3.77
3660,"Love, Aubrey",4.2
3661,I Served the King of England,4.1
3662,Twelve Sharp,4.14
3663,The Hidden Staircase,3.95
3664,Heir Apparent,4.1
3665,The Nightlife: New York,3.5
3666,All-American Girl,3.74
3667,Cursor's Fury,4.37
3668,Talon,3.76
3669,Harry Potter and the Chamber of Secrets,4.4
3670,Skeleton Crew,3.94
3671,Halo: The Fall of Reach,4.26
3672,The Prince,3.94
3673,1Q84 #1-2,4.07
3674,The Iron Trial,3.94
3675,Kim,3.72
3676,American Tabloid,4.21
3677,Sarum: The Novel of England,4.08
3678,Murder at the Vicarage,4.04
3679,The Field Guide,3.88
3680,The Redemption of Althalus,3.82
3681,Hard Eight,4.17
3682,A World Without Heroes,4.09
3683,Fifth Grave Past the Light,4.48
3684,Shopaholic Ties the Knot,3.77
3685,The Little White Horse,4.09
3686,Birds Without Wings,4.16
3687,The Shepherd of the Hills,4.17
3688,Red Harvest,3.98
3689,Ethereal,3.74
3690,Pride,4.16
3691,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",4.44
3692,Player Piano,3.86
3693,The Last Don,3.81
3694,The Day of the Locust,3.77
3695,Into the Darkest Corner,4.1
3696,Shopaholic and Sister,3.65
3697,Thanks for the Memories,3.7
3698,Drink Deep,4.11
3699,Sideways Stories from Wayside School,4.15
3700,Claudius the God and His Wife Messalina,4.22
3701,Lord of Shadows,4.54
3702,Let the Sky Fall,3.92
3703,Diary of a Freedom Writer: The Experience,4.24
3704,The Wanderer,3.84
3705,The Runaway King,4.23
3706,Laços fortes e decisões difíceis,4.73
3707,Fire of Stars and Dragons,3.5
3708,"My Death Experiences - A Preacher’s 18 Apocalyptic Encounter with Death, Heaven & Hell.",4.64
3709,بعثة بدوي,3.31
3710,Lights on the Sea,4.06
3711,The Butter Battle Book,4.18
3712,You Against Me,3.7
3713,Season of Mists,4.54
3714,The Silkworm,4.04
3715,Angles - Part I,4.43
3716,Princess in Love,3.76
3717,Dark Magic,4.24
3718,Musical Chairs,4.07
3719,The Immortal Highlander,4.34
3720,The Demolished Man,4
3721,The Archer's Tale,4.13
3722,Counting by 7s,4.16
3723,Lost Illusions,4.15
3724,Talisman Of El,3.93
3725,The Dollmaker,4.16
3726,Der Schrecksenmeister,4.16
3727,Nothing to Envy: Ordinary Lives in North Korea,4.43
3728,When It Rains,4.26
3729,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,4.04
3730,عابر سرير,3.62
3731,Rules of Civility,4.02
3732,Belonging,3.95
3733,Kitchen Confidential: Adventures in the Culinary Underbelly,4.04
3734,Eating Animals,4.19
3735,Heartbound,3.81
3736,The Possibility of an Island,3.8
3737,Knowing God,4.3
3738,The Evening Tide,4.69
3739,Dhalgren,3.79
3740,Wicked Deeds on a Winter's Night,4.37
3741,Living Dead Girl,3.83
3742,If I Should Die Before My Dog --,4.73
3743,Trust: Betrayed,4.17
3744,Fox in Socks,4.06
3745,Fairest,4.12
3746,Conjured,4.24
3747,Cerulean Sins,3.84
3748,The Devil's Eyes,3.87
3749,New England Witch Chronicles,4
3750,Obscured Darkness (Family Secrets #2),5
3751,Child of All Nations,4.36
3752,Cinder,4.15
3753,Perfect Match,3.93
3754,Such a Pretty Girl,3.89
3755,Neverseen,4.72
3756,Fugitive Pieces,3.94
3757,Youth in Revolt: The Journals of Nick Twisp,4.02
3758,Sent,3.94
3759,Openly Straight,3.92
3760,"Family Secrets: Secrets of the Night, #1",4.82
3761,The Lonely Hearts Club,3.82
3762,Behind the Scenes at the Museum,3.95
3763,Predestined,4.09
3764,Men at Arms: The Play,4.39
3765,Magic's Promise,4.21
3766,Dark Force Rising,4.15
3767,Assassin's Quest,4.18
3768,First Contact,3.99
3769,The King of Torts,3.67
3770,Something Witchy This Way Comes,3.84
3771,The Grand Design,4.03
3772,Revenge,4.26
3773,My Soul to Steal,4.13
3774,MARS,4.53
3775,Seven Up,4.16
3776,The Years Distilled: Verses,4.87
