Id,title,rating
887,Suzanne's Diary for Nicholas,4.16
888,The Hero of Ages,4.47
889,The Far Pavilions,4.21
890,Running with Scissors,3.71
891,Ugly Love,4.28
892,Songs of Innocence and of Experience,4.11
893,The Ocean at the End of the Lane,3.99
894,Holy Bible: King James Version,4.42
895,The Runaway Jury,3.97
896,Smilla's Sense of Snow,3.73
897,Wizard and Glass,4.25
898,Hex Hall,3.96
899,Nightshade,4.03
900,The Maltese Falcon,3.92
901,Point of Retreat,4.29
902,White Noise,3.86
903,Light in August,3.94
904,Walks Away Woman,4.32
905,The Devil Wears Prada,3.72
906,A Passage to India,3.68
907,The Last of the Mohicans,3.7
908,To Live and Die in Fantasyland,4.34
909,The Man Without Qualities,4.24
910,Lock and Key,4.01
911,Sometimes a Great Notion,4.25
912,The Iron Queen,4.24
913,Evernight,3.64
914,Lover Enshrined,4.12
915,A River Runs Through It and Other Stories,4.17
916,Cry Wolf,4.12
917,On Dublin Street,4.23
918,School's Out—Forever,4.15
919,"Gödel, Escher, Bach: An Eternal Golden Braid",4.3
920,Valley of the Dolls,3.72
921,Birdsong,4.08
922,The Blood of Olympus,4.42
923,The Short Second Life of Bree Tanner,3.5
924,Saving the World and Other Extreme Sports,4.15
925,Let the Right One In,4.07
926,The Kitchen God's Wife,3.99
927,A Doll's House,3.7
928,For One More Day,4.09
929,Awakened,4.02
930,A Study in Scarlet,4.15
931,Percy Jackson and the Olympians,4.58
932,The Stinky Cheese Man and Other Fairly Stupid Tales,4.2
933,Twenty Love Poems and a Song of Despair,4.31
934,The Winds of War,4.37
935,The Drawing of the Three,4.23
936,Helter Skelter: The True Story of the Manson Murders,4.01
937,Memnoch the Devil,3.74
938,Across the Universe,3.77
939,The Great Divorce,4.28
940,The Murder of Roger Ackroyd,4.22
941,Forbidden,4.05
942,Shadow and Bone,4.05
943,Fall on Your Knees,3.95
944,The Girl on the Train,3.9
945,Blue Moon,3.6
946,Swan Song,4.28
947,The Fountainhead,3.86
948,Bloodfever,4.29
949,Anansi Boys,4.02
950,The Tempest,3.81
951,Half-Blood,4.15
952,The Iron Daughter,4.12
953,Magician,4.33
954,The Valley of Horses,3.99
955,The Pilgrim's Progress,3.99
956,A Town Like Alice,4.13
957,This Present Darkness,4.23
958,Rules of Attraction,4.21
959,"Life, the Universe and Everything",4.2
960,Storm Front,4.02
961,Stones from the River,4.08
962,Maus I: A Survivor's Tale: My Father Bleeds History,4.34
963,Naked Lunch,3.45
964,Eugene Onegin,4.09
965,Origin,4.42
966,The Fall,4.06
967,Forever,3.91
968,Tales of H.P. Lovecraft,4.2
969,Dirk Gently's Holistic Detective Agency,3.98
970,The Trigger: Hunting the Assassin Who Brought the World to War,4.12
971,Destined for an Early Grave,4.34
972,"Go, Dog. Go!",4.09
973,Practical Magic,3.8
974,The Mysterious Benedict Society,4.15
975,The Tin Drum,3.96
976,The Time Quartet Box Set,4.35
977,Timeline,3.84
978,Exotic Neurotic,4.46
979,Mother Night,4.21
980,The Beekeeper's Apprentice,4.07
981,Hogfather,4.23
982,A Dirty Job,4.08
983,The Collector,3.99
984,The Rescue,4.1
985,The Glass Castle,4.25
986,Empire of Storms,4.57
987,The Color of Water: A Black Man's Tribute to His White Mother,4.08
988,Brave New World / Brave New World Revisited,4.16
989,Hearts in Atlantis,3.81
990,House of Leaves,4.12
991,The Client,3.99
992,Empire Falls,3.92
993,Fallen Too Far,4.2
994,Starcrossed,4.07
995,Going Postal,4.37
996,Batman: The Dark Knight Returns,4.25
997,The Tale of Genji,3.71
998,The Well of Ascension,4.36
999,The Raven and Other Poems,4.31
1000,We Have Always Lived in the Castle,4.03
